Title,Abstract,Relevance
A comprehensive software project management framework,"Project management is vital for software project success. Project Management Body of Knowledge (PMBOK), CMMI for Development (CMMI-DEV), and other software project management models and practices established to assist software organizations, each of these models offers diverse focal points. Combined effective software project management practices remain a challenge to software organizations. In striving to raise the likelihood of software project success, this paper introduces a framework for software project management effectiveness which integrated a set of software project management practices based on the PMBOK guide processes, CMMI-DEV processes, and management areas that influence a software project. The proposed framework called 4PTRB which includes people, process, product, project, technology, risk, and business management areas. The 4PTRB software project management framework provides a whole comprehensive view to help software project managers to improve their project management effectiveness. The framework is validated by conducting a web-based survey of software professional practitioners around the world. A statistical analysis of twenty software projects has been conducted as a case study thereafter, spanning small to large development projects. The consistency of the case study and survey results shows the power of the 4PTRB framework as an inclusive software project management framework.",0
Adaboost-multilayer perceptron to predict the student?s performance in software engineering,"Software Engineering (SE) course is one of the backbones of today's computer technology sophistication. Effective theoretical and practical learning of this course is essential to computer students. However, there are many students fail in this course. There are many aspects that influence a student's performance. Currently, student performance analysis methods just focus on historical achievement and assessment methods given in the class. Need more research to predict student's performance to overcome the problem of student failing. The objective of this research is to perform a prediction for student's performance in the SE using enhanced Multilayer Perceptron (MLP) machine learning classification with Adaboost. This research also investigates the requirements of each student before registering in this course. This research achieved 87.76 percent accuracy in classifying the performance of SE students.",0
Open meta-modelling frameworks via meta-object protocols,"Meta-modelling is central to Model-Driven Engineering. Many meta-modelling notations, approaches and tools have been proposed along the years, which widely vary regarding their supported modelling features. However, current approaches tend to be closed and rigid with respect to the supported concepts and semantics. Moreover, extending the environment with features beyond those natively supported requires highly technical knowledge. This situation hampers flexibility and interoperability of meta-modelling environments. In order to alleviate this situation, we propose open meta-modelling frameworks, which can be extended and configured via meta-object protocols (MOPs). Such environments offer extension points on events like element instantiation, model loading or property access, and enable selecting particular model elements over which the extensions are to be executed. We show how MOP-based mechanisms permit extending meta-modelling frameworks in a flexible way, and allow describing a wide range of meta-modelling concepts. As a proof of concept, we show and compare an implementation in the MetaDepth tool and an aspect-based implementation atop the Eclipse Modelling Framework (EMF). We have evaluated our approach by extending EMF and MetaDepth with modelling services not foreseen initially when they were created. The evaluation shows that MOP-based mechanisms permit extending meta-modelling frameworks in a flexible way, and are powerful enough to support the specification of a broad variety of meta-modelling features.",0
A Systematic Mapping Study on DSL Evolution,"Domain-specific languages (DSLs) are frequently used in software engineering. In contrast to general-purpose languages, DSLs are designed for a special purpose in a particular domain. Due to volatile user requirements and new technologies DSLs, similar to the software systems they describe or produce, are subject to continuous evolution. This work explores existing research on DSL evolution to summarize, structure and analyze this area of research, and to identify trends and open issues. We conducted a systematic mapping study and identified 98 papers as potentially relevant for our study. By applying inclusion and exclusion criteria we selected a set of 34 papers relevant for DSL evolution. We classified and analyzed these papers to create a map of the research field. We conclude that DSL evolution is a topic of increasing relevancy. However, research on language evolution so far did not focus much on the characteristics DSLs exhibit. Also, there are not many cross-references between our primary studies meaning researchers are often not aware of potentially useful work. Our study results help researchers and practitioners working on DSL-based approaches to get an overview of existing research on DSL evolution and open challenges.",0
On the complex nature of MDE evolution and its impact on changeability,"In model-driven engineering (MDE), a particular MDE setting of employed languages and automated and manual activities has major impact on productivity. Furthermore, it has been observed that such MDE settings evolve over time. However, currently not much is known about this evolution and its impact on the MDE setting?s maturity, i.e., on changeability and other productivity dimensions. Research so far focuses on evolution of separate building blocks, such as (modeling-) languages, tools, or transformation, only. In this article, we address the lack of knowledge about evolution of MDE settings by investigating case studies from different companies. The first results reveal (1) that there is evolution that affects the composition of an MDE setting (structural evolution) and has the potential to strongly impact aspects, such as changeability and (2) that this structural evolution actually occurs in practice. Based on these first results, we investigated (3) whether there are cases in practice, where structural evolution already altered the risks of changeability given by the respective MDE setting. Therefore, we search and identify examples for such evolution steps on MDE settings from practice and collected six case studies on evolution histories in detail. As a result, we show in this paper that structural evolution (a) is not seldom in practice and (b) sometimes leads to the introduction of changeability risks.",0
Structural equation model of technology transfer from non-profit organisations to community product entrepreneurs,"The goal of this study is to create equation models of technology transfer from non-profit organisations to community product entrepreneurs, using 462 transferee sample questionnaires. According to the findings, the transfer environment had no direct influence on the transferee's learning capacity as a mediator, but it did have a direct influence on the efficacy of technology transfer. The characteristics of the transferor and transferee had a direct impact on the efficacy of technology transfer. Transferor characteristics had no direct influence on the efficacy of technology transfer, but did have an indirect influence on the efficacy of technology transfer using the transferee's learning capacity as a mediator. Furthermore, transferee characteristics had a direct impact on the efficacy of technology transfer. The study's recommendations serve as a guideline for executives in developing relevant policies and strategies for the development technology transfer systems. It will aid the transferee's preparation prior to the technology transfer. This will be useful in technology transfer.",0
Towards a lightweight approach for the evaluation of requirements engineering impact on other IT project areas,"Requirements Engineering (RE) is recognized as one of the most important, but difficult areas of software engineering, with a significant impact on other areas of the IT project and its final outcome. The empirical studies investigating this impact are hard to conduct, mainly due to large effort required. It is thus difficult for researchers and even more for industry practitioners to make evidence-based evaluations, how decisions about RE (e.g. RE process improvements, RE techniques selection) translate into requirements quality and influence other project areas. We propose an idea of a lightweight approach, utilizing the popular tools adopted by numerous software companies, to enable such evaluation without an excessive effort. The proposal is illustrated with a pilot study, where the data from 6 industrial projects from a single organization was analyzed and 3 metrics regarding requirements quality, rework effort and testing were used to demonstrate the impact of different RE techniques applied among considered projects. We also discuss the factors important to enabling adoption of the proposed approach.",0
Assisted requirements selection by clustering,"Requirements selection is a decision-making process that enables project managers to focus on the deliverables that add most value to the project outcome. This task is performed to define which features or requirements will be developed in the next release. It is a complex multi-criteria decision process that has been focused by many research works, because a balance between business profits and investment is needed. The spectrum of prioritization techniques spans from simple and qualitative to elaborated analytic prioritization approaches that fall into the category of optimization algorithms. This work studies the combination of the qualitative MoSCoW method and cluster analysis for requirements selection. The feasibility of our methodology has been tested on three case studies (with 20, 50 and 100 requirements). In each of them, the requirements have been clustered, and then the clustering configurations found have been evaluated using internal validation measures for the compactness, connectivity and separability of the clusters. The experimental results show the validity of clustering strategies for the identification of the core set of requirements for the software product, being the number of categories proposed by MoSCoW a good starting point in requirements prioritization and negotiation.",0
"variED: an editor for collaborative, real-time feature modeling","Feature models are a helpful means to document, manage, maintain, and configure the variability of a software system, and thus are a core artifact in software product-line engineering. Due to the various purposes of feature models, they can be a cross-cutting concern in an organization, integrating technical and business aspects. For this reason, various stakeholders (e.g., developers and consultants) may get involved into modeling the features of a software product line. Currently, collaboration in such a scenario can only be done with face-to-face meetings or by combining single-user feature-model editors with additional communication and version-control systems. While face-to-face meetings are often costly and impractical, using version-control systems can cause merge conflicts and inconsistency within a model, due to the different intentions of the involved stakeholders. Advanced tools that solve these problems by enabling collaborative, real-time feature modeling, analogous to Google Docs or Overleaf for text editing, are missing. In this article, we build on a previous paper and describe (1) the extended formal foundations of collaborative, real-time feature modeling, (2) our conflict resolution algorithm in more detail, (3) proofs that our formalization converges and preserves causality as well as user intentions, (4) the implementation of our prototype, and (5) the results of an empirical evaluation to assess the prototype?s usability. Our contributions provide the basis for advancing existing feature-modeling tools and practices to support collaborative feature modeling. The results of our evaluation show that our prototype is considered helpful and valuable by 17 users, also indicating potential for extending our tool and opportunities for new research directions.",0
A scrum-centric framework for organizing software engineering academic courses,"Teaching Scrum and other complex Software Engineering (SE) practices, methods, and tools within a regular academic course is often a challenging task because the examples shown to students and their working environment are not realistic enough. This problem is frequently tackled by organizing courses in the form of capstone projects. Unfortunately, this approach requires additional resources (e.g., more tutors, external customers, etc.) what limits the potential number of participants. As a response to this problem, we propose a Scrum-centric framework that allows combining lectures and laboratory classes with a minimalistic capstone project, all within a regular SE course. The course is organized similarly to a project run according to the Scrum guidelines. The focal point of the framework is the synchronization between the content presented during lectures and laboratory classes with the capstone project iterations (sprints). We also share our experience from 2 years of conducting Software Engineering course organized according to the framework together with the results of a cross-sectional survey assessing student perceptions of the effectiveness of the approach.",0
Decision architect â€“ A decision documentation tool for industry,"Architecture decisions are often not explicitly documented in practice, even though explicit capturing and documentation of architecture decisions has been associated with a multitude of benefits. Several decision documentation tools have been proposed but they often do not meet the expectations and needs of the industry. As part of a research collaboration with ABB, we developed a decision documentation tool that aims to ensure industrial applicability. This tool is an add-in for Enterprise Architect and is an implementation of a viewpoint-based decision documentation framework. To validate the add-in, we conducted a case study with architects from ABB. In this study, we assessed to what extent and why software architects intend to use our approach. We therefore investigated the perceived usefulness, perceived ease-of-use, and contextual factors threat influence the architectâ€™s intention to use the tool. We found that the tool has a high relevance for software architects, that it increases the quality of decision documentation and that it improves productivity of architects in various ways. With respect to ease-of-use, the study identified the need for better guidelines. With respect to contextual factors, we found several factors that influence the intention to use the add-in in an industrial environment.",0
Software quality research: From processes to model-based techniques,"In this article we state that cyber-physical systems and the Internet of Things pose challenges to software quality research. In the emerging real-time digital economy companies need to gain deep customer insight. The state of the art in modelbased systems and model-based testing allows software engineers for product-based and quantitative control of quality and for increased productivity. These gains can be invested to better understand the domain and business conditions. We argue that cyber-physical systems will pose an excellent basis for conducting collaborative research in model-based systems and model-based testing in the near future and report on lessons learnt in three areas of software (quality) research: (1) process-oriented quality, (2) model-based systems and (3) model-based testing.",0
DRR technology sharing and transfer through web-based platforms: Lessons learned from Korean studies,"Purpose Disaster risk reduction (DRR) technology sharing has emerged as an important global issue across national boundaries. As a result, the DRR technology-sharing environment needs strengthening based on the findings of difficulties in sharing, investment, and commitment. The purpose of this paper is to three fold: first, it will clarify that a web-based platform is the best conduit for linking DRR technology from the supplier to the beneficiary developing countries. Second, it will find the most evolutionary path based on Korean case studies. Finally, it will make recommendations for the efficient implementation of a web-based platform for DRR technology sharing. Design/methodology/approach This paper posits that DRR technology sharing is a necessary part of enhancing resilience to disasters in the Asia-Pacific region. The evolution of web-based approaches (a merchandise display-type platform, a journal-type platform, an electronic market-type platform, and an architecture and governance-type platform) and an actual case of space technology sharing providing support for an evolution toward community-based technology sharing in DRR. The research will find the most efficient way going forward based on the case study of a four-year R & D project sponsored by the South Korean Government. It will also find the success factors for the way to establish and operate the platform efficiently and effectively through case studies of the four types of web-based platforms. Findings Sharing of DRR technology through a web-based platform among Asia-Pacific countries is necessary in order to equip all parties with essential technology to mitigate intensifying disasters, to overcome the barriers of technology sharing, to breakdown transfer issues due to language barriers, and to strengthen insufficient DRR budgets. Among the four types of web-based platforms, the architecture and governance-type platform proved to be the most effective and efficient. In addition, four principles for an efficient implementation are identified through case studies, analysis, and research. Originality/value This paper reports on the reasons why it is difficult for DRR technology sharing in the Asia and Pacific regions and suggests a web-based DRR technology-sharing platform as a solution for the region. Moreover, it substantiates that the architecture and governance platform type as the most efficient and effective evolution with four principles: develop based on end-user?s needs; take a problem-solving approach; contain interactive communication tools; and provide business opportunity.",0
An assessment of the impact of information technology on marketing and advertising,"The present study aimed to evaluate the impact of Technology on Marketing and Advertising by using structural equations modeling. To do this, 200 marketing and information technology (IT) experts participated in the study. They answered questionnaires regarding IT, marketing mix and advertising. For data analysis, structural equations modeling using SMARTPLS were used. The results showed that the effect of IT on marketing mix and advertising was positive and significant. The effect of marketing mix on advertising was positive and significant. The indirect effect of IT on advertising via marketing mix was therefore positive and significant. Totally, the results emphasized the effect of technology on marketing mix and advertising.",0
"Startups Born Out of Academia: Structural Pattern of Monetization Failures, Rectified","Failing of most start-ups is a global phenomenon. The start-up?s dealing with technology are often lacking the understating that there are two different sales processes, one dealing with investors and one with actual customers. By understand the importance of business development, their changing unique competing space and the importance of the timing and combining this with customer relationship management and sales process management can produce positive effects on start-ups? success rate, especially when combined with the under-standing of the need for continuous cash flow. This article introduces sales approaches and models for start-ups to utilize.",0
APPLICATION OF THE TOPSIS METHOD FOR PRELIMINARY ASSESSMENT OF TECHNOLOGICAL TRANSFER OPTIONS.,"In modern times, the business success of enterprises is increasingly the result of the development of science and the accelerated introduction of new advances. Innovations is becoming the key to success. Under these conditions, the importance of technology transfer is also becoming a main ""strategic way of meeting the challenges of globalization in business"" (Mayer and Blaas, 2002). With the increasing importance of technological transfer, increases the interest in the theoretical elucidation and empirical research of various aspects of its implementation in enterprises.In view of the above, the aim of this paper is to propose a method for the preliminary assessment of alternative technology transfer options based on the use of the TOPSIS method (The Technique for Order of Preference by Similarity to Ideal Solution) (Hwang and Yoon, 1981). It allows an initial assessment and selection of technological transfer options on the base of preliminary selected important criteria. As a result, businesses can reduce the number of options that will later be subject to a more in-depth assessment, from the list of already selected ones, by choosing only those who have good potential and are in their capabilities. In this way the experts? efforts are focused and their work, concerning the selection of a transfer option in which to invest, is also significantly relieved.",0
TASKS AND CHALLENGES IN PROTOTYPE DEVELOPMENT WITH NOVEL TECHNOLOGY--AN EMPIRICAL STUDY,"This paper presents a thematic analysis of 138 monthly reports from a joint industrial and academic project where multiple prototypes were developed based on the same technology. The analysis was based on tasks and challenges described in the reports by project managers over a period of three years. 17 task themes and 9 challenge themes were identified. It was found that test, implementation, and project management were prominent tasks. Familiarization with the technology was found to a very little degree, which was in opposition to literature. The main challenge was found to be system development. It was found that the predominant tasks and challenges are distributed over long periods of time, rather than in chunks linked to a specific development phase.",0
Transfer and Commercialization of Technologies from Universities to Small Companies in South Africa,"World-wide many universities have a significant role in the socio-economic development of their countries and regions. One avenue for universities to achieve this role is through the transfer and commercialization of their technologies to resource-constrained small, medium enterprises (SMEs). A survey-based study was conducted to establish the factors that enable and restrain the transfer and commercialization of technology from South African publicly-funded universities (transferor) to SMEs (transferee), as well as to recommend how the restraining factors could be addressed. The sample consisted of researchers and technology managers drawn from entrepreneurs and six Gauteng universities. Respondents rated each of the ten literature-derived enabling factors and ten literature- derived restraining factors to technology transfer and commercialization from universities to SMEs. Results show the top two enabling factors to be absorptive capacity of the transferee; and transferor's attitude towards TT and commercialization. The top two restraining factors are university bureaucracy and the university performance evaluation system. Measures to deal with the top four restraining factors are suggested and useful insights are provided by the research findings.",0
STUDY OF THE DETERMINANTS OF THE ENTERPRISE'S CAPACITY TO ABSORB NEW TECHNOLOGIES.,"In modern times the business success of enterprises is more and more th? result of the development of science and the accelerated introduction of new advances in technology. Innovations are becoming the key to success. In these conditions the importance of technological transfer also grows and it becomes a main ?strategic way of meeting the challenges of globalization in business? (Mayer and Blaas, 2002). With the growth in importance of the transfer of technologies increases the interest in the theoretical elucidation and empirical research of various aspects of the absorption capacity of enterprises and its determinants, characterizing the capability for timely recognition, acquisition and use of new advances.In view of the above, the aim of this paper is to present, in brief, an opinion on the determinants of the absorption capacity of enterprises and the factors that affect the formation of the them as well as the findings of empirical research of their state and impact on the intensity of technological transfer, innovative activity and business results of industrial enterprises in Bulgaria.",0
Exploring capabilities of international technology transfer intermediaries between emerging and developed countries,"We report which capabilities are essential to a successful demand-driven inter-organizational international technology transfer (ITT) when a business deal involves an emerging country recipient and a developed country source. Using a mixed-methods approach, the study collected opinions from 74 experts from 12 countries on technology transfer and diffusion, innovation systems and networks, and knowledge-intensive business services. In a preliminary attempt to identify which skills are critical, we present the perspective of emerging countries? stakeholders. The suggested 28 critical capabilities can be used as an input for further empirical analysis. The conceptual framework can be applied to assess an intermediary?s performance for a given ITT project in which the demand arises from an emerging-country stakeholder.",0
A structured approach to academic technology transfer: lessons learned from imec's 101 programme,"In this article, we describe imec?s 101 Programme for academic technology transfer and explain how it supports researchers by following a structured process in a limited amount of time and by carefully involving different stakeholders and people with relev- ant skills and expertise. The programme combines insights in terms of processes and of team composition from the entrepreneurship literature and puts them into practice in an internal incubation programme that is generated from the bottom-up. Based on hands-on experiences and interviews with key stakeholders in the process, we evaluate the programme and distill lessons learned. The article highlights the importance of a structured technology transfer process in the early stages of opportunity discovery and entrepreneurial action, and it offers insights on team formation for academic spin-offs.",0
Extraction of protein-protein interactions using natural language processing based pattern matching,"A significant part of our knowledge is relationships between two terms. However, most of these information is documented as unstructured text in various forms, like books, online articles and webpages. Extract those information and store them in a structured database could help people utilize these information more conveniently. In this study, we proposed a novel approach to extract the relationships information based on Nature Language Processing (NLP) and graph theoretic algorithm. Our method, Grammatical Relationship Graph for Triplets (GRGT), extracts three layers of information: the pairs of terms that have certain relationship, exactly what type of the relationship is, and what direct this relationship is. GRGT works on a grammatical graph obtained by parsed the sentence using Natural Language Processing. Patterns were extracted from the graph by shortest path among the words of interests. We have designed a decision tree to make the pattern matching. GRGT was applied to extract the protein-protein-interactions (PPIs) from biomedical literature, and obtained better precision than the best performing method in literature. Beyond extracting PPIs, our method could be easily extended to extracting relationship information between other bio-entities.",0
SEE_ME: Software Engineering Education Methodology Exploration,"Software Engineering is a primary subject in many computer science departments of universities worldwide. Its purpose is to help students understand and apply both disciplined and systematic methods to software development. Due to the ubiquity and visibility of software in the modern world, the study, education and research into software engineering and its practice have retained a high level of interest. Distinct in nature from other computer science courses, this discipline borrows from and is influenced by other fields such as, systems analysis, design, management, quality control, and communication. In this paper, the practices and methodologies used, developed, and evaluated in the Software Engineering Education (SEE) will be outlined. Further improvements have been planned through the Software Engineering Education Methodology Exploration (SEE_ME) project.",0
Project-Based Learning with Examples from Industry in University Courses: An Experience Report from an Undergraduate Requirements Engineering Course,"A significant challenge within university education, especially with regard to the teaching of highly theoretical topics like requirements engineering, is to maintain students' interest and motivation whilst addressing the core concepts that will enable students to work in industry upon graduation. It has long been established that experience-based learning can aid in both these feats: On the one hand, providing students with industrial case examples rather than ""dry"" academic assignments can increase student interest and motivation. On the other hand, a case example-centric classroom approach can yield a rich learning environment which fosters collaboration, communication, and self-directed exploration of the instructed principles. In previous work, we have reported on our experience in changing a graduate requirements engineering course towards using case examples based on real industry projects. As more and more curricula change in advance of project-based teaching paradigms, this paper discusses results from the long-term application of such a course design in a graduate setting. In addition, this paper reports our findings from the replication in an undergraduate requirements engineering course indicating that project-based learning techniques foster different teaching goals in graduate and undergraduate settings.",0
Team Composition in Software Engineering Project Courses,"Composing well-balanced, effective development teams for software engineering project courses is important for facilitating learning, fostering student motivation as well as obtaining a successful project outcome. However, team composition is a challenging task for instructors because they have to consider a variety of possibly conflicting criteria such as practical constraints, skill distribution, or project motivation. In this paper, we describe our process for composing development teams based on a pre-defined set of criteria that we have established from our experience conducting project courses since 2008 and constantly refined since. We reflect on these criteria by analyzing the team synergy and project satisfaction of participating students as well as their perspective on challenges in their teams in one concrete instance of a multi-project capstone course. Our findings show that lack of motivation, problems with interpersonal relationships and communication issues affect the less satisfied teams more than the others.",0
Design and simulation of Perturb and observe Maximum Power Point Tracking in MATLAB and Simulink,"This paper presents the modeling of Photo Voltaic (PV) module using the two different approach using MATLAB/Simulink. The modeling is based on the two diode model of solar cell. Two approaches are used to simulate the PV module, the first is based on the available Simulink library of simscape/simelectronics and second is based on the simulation PV cell current and voltage equations in Simulink environment. The current-voltage (I-V) and Power-Voltage (P-V) characteristics of PV module and significance of each approach is discussed. The inherent nonlinear nature of characteristics is observed. The effect of change in the temperature, sun radiation on the P-V characteristics is observed. The change in Maximum Power Point (MPP) is observed by changing the sun radiation, temperature and other solar cell parameters such as series and shunt resistance. The graphical user interface of system enables any one to analyze the operation of PV module under different environmental conditions and manufacturing specifications. The designed models of PV module could work here as simulator. This work can find its use in implementation of different Maximum Power Point Tracking (MPPT) methods, in which the PV module modelling is necessary. The proposed models can be easily interfaced with the power converter models for designing of entire PV systems. Also the parameters like fill factor and characteristic resistance which are useful for MPPT designing are estimated under varying climate conditions.",0
Involving External Stakeholders in Project Courses,"Problem: The involvement of external stakeholders in capstone projects and project courses is desirable due to its potential positive effects on the students. Capstone projects particularly profit from the inclusion of an industrial partner to make the project relevant and help students acquire professional skills. In addition, an increasing push towards education that is aligned with industry and incorporates industrial partners can be observed. However, the involvement of external stakeholders in teaching moments can create friction and could, in the worst case, lead to frustration of all involved parties.Contribution: We developed a model that allows analysing the involvement of external stakeholders in university courses both in a retrospective fashion, to gain insights from past course instances, and in a constructive fashion, to plan the involvement of external stakeholders.Key Concepts: The conceptual model and the accompanying guideline guide the teachers in their analysis of stakeholder involvement. The model is comprised of several activities (define, execute, and evaluate the collaboration). The guideline provides questions that the teachers should answer for each of these activities. In the constructive use, the model allows teachers to define an action plan based on an analysis of potential stakeholders and the pedagogical objectives. In the retrospective use, the model allows teachers to identify issues that appeared during the project and their underlying causes. Drawing from ideas of the reflective practitioner, the model contains an emphasis on reflection and interpretation of the observations made by the teacher and other groups involved in the courses.Key Lessons: Applying the model retrospectively to a total of eight courses shows that it is possible to reveal hitherto implicit risks and assumptions and to gain a better insight into the interaction between external stakeholders and students. Our empirical data reveals seven recurring risk themes that categorise the different risks appearing in the analysed courses. These themes can also be used to categorise mitigation strategies to address these risks proactively. Additionally, aspects not related to external stakeholders, e.g., about the interaction of the project with other courses in the study programme, have been revealed. The constructive use of the model for one course has proved helpful in identifying action alternatives and finally deciding to not include external stakeholders in the project due to the perceived cost-benefit-ratio.Implications to Practice: Our evaluation shows that the model is a viable and useful tool that allows teachers to reason about and plan the involvement of external stakeholders in a variety of course settings, and in particular in capstone projects.",0
Teaching software engineering through comics and micro-movie design projects,"A new approach based on comics and designing micro-movies is proposed for software engineering education. Comics are used to help students capture the key issues quickly and effectively. The process of making micro-movies provides a context for students to simulate the challenges happened in the real world. The experiment for the new teaching approach has been conducted. The preliminary results are positive. Furthermore, the learning experience is joyful when compared with the other courses.",0
Participating in an Industry Based Social Service Program: a Report of Student Perception of What They Learn and What They Need,"Skills demanded by the IT industry from graduates should be aligned with the curricula of Computer Science undergraduate programs. It is well-known that theoretical knowledge undergraduate students acquire during their studies needs to be complemented with practical experience; therefore, participating in university supported real life projects is a viable option for the students to get prepared for the industry. This paper reports findings from a survey applied to students who had been involved in an industry-based program meant to fulfill their graduation requirements, including the opportunity to develop a capstone project. We gathered their perceptions regarding what they learned during their studies, what they acquired in the industry-based program and what they consider useful for their current jobs. The results show that most topics are aligned between the Bachelor's degree program and the industry needs, but there is a strong separation in the cognitive levels students achieve at each stage. The paper provides insight into the needs of Computer Science students and contributes to finding ways of increasing undergraduate student satisfaction with skills acquired at university and their application in real contexts.",0
A Syllabus for Usability Engineering in Multi-Project Courses.,"Usability engineering is an important activity in to- day?s application development, which raises the need to focus on its teaching efforts. However, in contrast to theoretical concepts, learning usability engineering is most successful in a hands-on environment. Fur- thermore, a challenge exists in efficiently applying usability assessment techniques to carry out usability engineering over time. We developed the UE4MP syl- labus, a four meeting-based teaching approach for ag- ile multi-project courses using cross-functional teams. The syllabus enables students to gain usability engi- neering knowledge and experience through hands-on learning and to make use of a platform for usability engineering. The overall goal is to relate usability concepts closely to applications that are developed by the students themselves. We applied the UE4MP syllabus over the course of one semester and report on our observations and challenges.",0
Industry projects in requirements engineering education: Application in a university course in the US and comparison with Germany,"Project-based learning has proven useful in software engineering education to increase student engagement and learning performance. In this paper, we contribute our experiences from applying industry projects in an undergraduate requirements engineering course in the United States. We furthermore discuss our experiences from courses conducted in Germany and the US course in light of difference in the educational systems. Results show that our course design is well received in both countries in terms of learning outcomes, student motivation, teamwork, attention to detail, and performance in the exam.",0
Critical Issues in Requirements Engineering Education,"Requirements Engineering (RE) is the most crucial process within software development projects. In order to prepare skilled requirements engineers, Requirements Engineering Education (REE) needs to be provided to students at the university level before they become software engineers and part of the workforce. However, RE is considered the most difficult subject within the software engineering curriculum for students to learn and for lecturers to teach due to its uncertain nature. This chapter examines the current and potential areas for research within REE. It first presents the current status of REE provided in universities and the REE problems reported in the literature that lead us to the potential research problems in REE. The REE teaching approaches proposed by researchers are then elaborated. The proposed approaches are mapped back to address the REE problems. The chapter closes with recommended directions for future REE research.",0
Reaching Steady State in Software Engineering Project Courses.,"Project courses provide students with a hands-on experience of software engineering practices in industry and prepare them for their later career. The first weeks of such a course typically involve change and uncertainty and are therefore challenging for students: project teams have to understand requirements that are often unclear, learn to work together and communicate as a team, as well as become accustomed to processes and workflows used in the course. In this paper, we summarize our experiences of how student teams master change at the beginning of a project course to reach a steady state in which the level of uncertainty is manageable. We describe the typical stages of a student project, go into detail on the challenges during the Launch Phase and provide suggestions of how instructors can help students overcome those challenges. We report both on our experience conducting project courses with clients from industry since 2008 and on the results of a qualitative evaluation of one instance of a large multi-project capstone course.",0
Final Year Students' Approaches to Implementing Complex Distributed Systems,"Understanding how final year students build complex software systems is critical for determining whether desired graduate outcomes have been met, for identifying curriculum gaps, and for designing scaffolding and support structures. A large body of work focuses on the programming strategies employed by novice programmers, with few existing research in understanding programming strategies and development focus of final year students, in particular with respect to non-functional requirements. In this paper, we analyse consecutive revisions of 77 students across two cohorts that implemented a large and complex Distributed Systems assignment with several non-functional requirements. To obtain a qualitative overview of the students' approach to software development, we manually read and tagged all sourcefiles in all assignment revisions with specific development focus categories. Our analysis identifies how the students' development focus evolves throughout the assignment timeline. We visualise the software development process and identify several areas that require further support.",0
Teaching Research Methodologies with a Robot in a CS Lab Course,"
We describe a computer science lab course that teaches a scientific research methodology. Our course is based on a recent research project and augments it with a motivating goal: We program a robot based on the Lego EV3 brick with plain English. Our students developed a multi-module solution; all modules were planned, implemented, and benchmarked following a research life cycle.

The results of our case study indicate that a lab course can familiarize students with academic research methodologies. Interviews with the participants, conducted half a year after the lab course, confirm our positive impressions: Our participants indeed internalized the research life cycle and all told us that they wanted to pursue research in their upcoming curriculum. Three of four stated that the possibility to monitor progress by running solutions on the robot was highly motivating.
",0
Teaching Requirements Engineering with Industry Case Examples.,"Abstract?Project-based learning has proven useful in software engineering education to increase student engagement and learn- ing performance. In this paper, we illustrate our experiences from applying industry projects in graduate and undergraduate requirements engineering courses in Germany and in the United States. We furthermore discuss our experiences in light of differences between graduate and undergraduate students as well as between the educational systems. Results show that our course design is well received in both countries in terms of learning outcomes, student motivation, teamwork, attention to detail, and performance in the exam.",0
